user_id,tweet_id,username,location,following,followers,twt_created_at,total_tweets,retweet_count,text,hashtags,mentions
1,1,Prakashkumar_07,"New Delhi, India",58,24,2022-11-08 17:13:55+00:00,641,0,"@DelhiComplaint @MCD_Delhi @GyaneshBharti1 Portals me status check kr rha hu to 
Complaint no. Do not found show hota hai
Jbki mujhe complaint no. Mujhe sms or mail aaya tha complaint krne ke baad",[],"[{'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [0, 15]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [16, 26]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [27, 42]}]"
2,2,ganga_vihar,,20,19,2022-11-08 15:49:08+00:00,1120,0,"@DelhiComplaint @MCD_Delhi No acknowledgement and action on complaint till date after complaining from last 4-5 months. is there any weekly/monthly scheme for encroachment of government footpath also in captial city of india????

@GyaneshBharti1 @AshwaniKumar_92 @SBM_MCD @EastDelhiMCD @dcshahsouth",[],"[{'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [0, 15]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [16, 26]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [230, 245]}, {'screen_name': 'AshwaniKumar_92', 'name': 'Ashwani Kumar', 'id': 728434197812019200, 'id_str': '728434197812019200', 'indices': [246, 262]}, {'screen_name': 'SBM_MCD', 'name': 'Swachh Survekshan MCD', 'id': 957621630238326784, 'id_str': '957621630238326784', 'indices': [263, 271]}, {'screen_name': 'EastDelhiMCD', 'name': 'East Delhi MCD', 'id': 734827505530458112, 'id_str': '734827505530458112', 'indices': [272, 285]}, {'screen_name': 'dcshahsouth', 'name': 'Deputy Commissioner, Shahdara South Zone', 'id': 1366341026282049538, 'id_str': '1366341026282049538', 'indices': [286, 298]}]"
3,3,eraviteja,PAN INDIA,720,218,2022-11-08 09:01:49+00:00,1589,0,"Rather than Quantity, Quality is alao required especially # AIIMS. 
when can #purvanchal &amp; #madhyanchal stop travelling to #delhi for #AIIMS. We need to strengthen the regional AIIMS. https://t.co/pKAuNd65ne","[{'text': 'purvanchal', 'indices': [77, 88]}, {'text': 'madhyanchal', 'indices': [95, 107]}, {'text': 'delhi', 'indices': [127, 133]}, {'text': 'AIIMS', 'indices': [138, 144]}]",[]
4,4,Jasvindr_Rawat,"New Delhi, India",32,5,2022-11-07 06:30:43+00:00,60,0,"@MCD_Delhi @CMODelhi @dcwestzone @CPCB_OFFICIAL @DC_NGZMCD @LtGovDelhi @AAPDelhi @ArvindKejriwal @MlaMahinder @ApniWestdelhi @DPCC_pollution @SatyendarJain @MoHFW_INDIA Name- Jasvinder 
Number- 9953988684
Proper Add/Location- Gali No.-5, Sethi Enclave, Mohan Garden, Uttam nagar, New Delhi -110059, (Near sukar Bazar, SBI ATM, Hanuman Mandir Wali Gali,)

I already complaint through application on 4th November, https://t.co/DH2eczV63p",[],"[{'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [0, 10]}, {'screen_name': 'CMODelhi', 'name': 'CMO Delhi', 'id': 1242298980660178951, 'id_str': '1242298980660178951', 'indices': [11, 20]}, {'screen_name': 'dcwestzone', 'name': 'Dy. Commissioner West Zone MCD', 'id': 1547832181992857601, 'id_str': '1547832181992857601', 'indices': [21, 32]}, {'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [33, 47]}, {'screen_name': 'DC_NGZMCD', 'name': 'Dy Commissioner, Najafgarh Zone, MCD', 'id': 1548914581678202880, 'id_str': '1548914581678202880', 'indices': [48, 58]}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [59, 70]}, {'screen_name': 'AAPDelhi', 'name': 'Aam Aadmi Party Delhi', 'id': 2299699574, 'id_str': '2299699574', 'indices': [71, 80]}, {'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': 405427035, 'id_str': '405427035', 'indices': [81, 96]}, {'screen_name': 'MlaMahinder', 'name': 'MLA Mahinder Yadav', 'id': 1305131749903683585, 'id_str': '1305131749903683585', 'indices': [97, 109]}, {'screen_name': 'ApniWestdelhi', 'name': 'APNI WEST DELHI', 'id': 1376041729887928325, 'id_str': '1376041729887928325', 'indices': [110, 124]}, {'screen_name': 'DPCC_pollution', 'name': 'Delhi Pollution Control Committee', 'id': 1062966155529347072, 'id_str': '1062966155529347072', 'indices': [125, 140]}, {'screen_name': 'SatyendarJain', 'name': 'Satyendar Jain', 'id': 362506755, 'id_str': '362506755', 'indices': [141, 155]}, {'screen_name': 'MoHFW_INDIA', 'name': 'Ministry of Health', 'id': 2596143056, 'id_str': '2596143056', 'indices': [156, 168]}]"
5,5,ganga_vihar,,20,19,2022-11-06 17:37:06+00:00,1120,0,@dcshahsouth @GyaneshBharti1 @MCD_Delhi @SBM_MCD These all programs are just to waste tax payers money. MCD doing nothing regarding waste management on ground and they are not attending any public complaint because in most of the cases MCD is taking money for hiding things.,[],"[{'screen_name': 'dcshahsouth', 'name': 'Deputy Commissioner, Shahdara South Zone', 'id': 1366341026282049538, 'id_str': '1366341026282049538', 'indices': [0, 12]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [13, 28]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [29, 39]}, {'screen_name': 'SBM_MCD', 'name': 'Swachh Survekshan MCD', 'id': 957621630238326784, 'id_str': '957621630238326784', 'indices': [40, 48]}]"
6,6,RITESHKUMARRANA,"Bakhtawar Pur, New Delhi",593,127,2022-11-05 07:44:07+00:00,1619,0,"@DmcNarela @MCD_Delhi @GyaneshBharti1 @AshwaniKumar_92 @LtGovDelhi @CPCB_OFFICIAL @DPCC_pollution @NorthDMCSwachh Respected all,my previous complaint attended by @MCD_Delhi on time and assure me for regular cleaning but I have watched last one week your pvt contractor clean this site once in 4-5 days and all garbage floating on road everytime.
@DmcNarela This is your #SwachhDelhi mission! https://t.co/whDTtqLZlw","[{'text': 'SwachhDelhi', 'indices': [370, 382]}]","[{'screen_name': 'DmcNarela', 'name': 'MCD (Narela Zone)', 'id': 1063399464004608000, 'id_str': '1063399464004608000', 'indices': [0, 10]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [11, 21]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [22, 37]}, {'screen_name': 'AshwaniKumar_92', 'name': 'Ashwani Kumar', 'id': 728434197812019200, 'id_str': '728434197812019200', 'indices': [38, 54]}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [55, 66]}, {'screen_name': 'CPCB_OFFICIAL', 'name': 'Central Pollution Control Board', 'id': 1056904937932709888, 'id_str': '1056904937932709888', 'indices': [67, 81]}, {'screen_name': 'DPCC_pollution', 'name': 'Delhi Pollution Control Committee', 'id': 1062966155529347072, 'id_str': '1062966155529347072', 'indices': [82, 97]}, {'screen_name': 'NorthDMCSwachh', 'name': 'NorthMCD-Swachh Survekshan', 'id': 1179021441871704064, 'id_str': '1179021441871704064', 'indices': [98, 113]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [162, 172]}, {'screen_name': 'DmcNarela', 'name': 'MCD (Narela Zone)', 'id': 1063399464004608000, 'id_str': '1063399464004608000', 'indices': [346, 356]}]"
7,7,TheDeepakDuggal,"New Delhi, India",539,136,2022-11-05 05:23:13+00:00,441,0,"@official_dda @MCD_Delhi @ManchNajafgarh @DelhiComplaint @ArvindKejriwal Finally today just Yet MCD has removed the broken bench after a complaint on 19th July 2022, Doesn't understand ki Thanks Bolu Ya Disappoint hou .... Anyway instead of DDA, MCD has removed the Bench. https://t.co/nzNWWmfsck https://t.co/yKYY4E0BCq",[],"[{'screen_name': 'official_dda', 'name': 'Delhi Development Authority', 'id': 974254088325160960, 'id_str': '974254088325160960', 'indices': [0, 13]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [14, 24]}, {'screen_name': 'ManchNajafgarh', 'name': 'विकास मंच', 'id': 965418362951086080, 'id_str': '965418362951086080', 'indices': [25, 40]}, {'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [41, 56]}, {'screen_name': 'ArvindKejriwal', 'name': 'Arvind Kejriwal', 'id': 405427035, 'id_str': '405427035', 'indices': [57, 72]}]"
8,8,SANNYKu60251662,,19,6,2022-11-04 19:57:31+00:00,8,0,"@DelhiComplaint @LtGovDelhi @AshwaniKumar_92 @GyaneshBharti1 @MCD_Delhi Dear Sir, 
We have received a notification regarding registering complaint and details of a person who will solve the problem but the concerned person has not come till date, I am sharing the screenshot of the notification and details.
Kindly do something imedietly https://t.co/gbi9XZ2pFd",[],"[{'screen_name': 'DelhiComplaint', 'name': 'Delhi Complaint', 'id': 1275042856613195782, 'id_str': '1275042856613195782', 'indices': [0, 15]}, {'screen_name': 'LtGovDelhi', 'name': 'LG Delhi', 'id': 815473030868545537, 'id_str': '815473030868545537', 'indices': [16, 27]}, {'screen_name': 'AshwaniKumar_92', 'name': 'Ashwani Kumar', 'id': 728434197812019200, 'id_str': '728434197812019200', 'indices': [28, 44]}, {'screen_name': 'GyaneshBharti1', 'name': 'Gyanesh Bharti', 'id': 4455654073, 'id_str': '4455654073', 'indices': [45, 60]}, {'screen_name': 'MCD_Delhi', 'name': 'Municipal Corporation of Delhi', 'id': 1008443214758461440, 'id_str': '1008443214758461440', 'indices': [61, 71]}]"
9,9,drvinay_aiims,"New Delhi, India",241,1710,2022-11-04 13:20:05+00:00,915,6,"🔈✳️
Heights of Good governance

#aiims in ur pocket

just use use #smartphone 

#AIIMSDELHI now going to start #patient #care #dashboard 

Now u can Track Real Time
Bed Status
Admission
Radio &amp;Lab investigations
OT and Day Care Status on ur fingertips.

#MedTwitter #media @ANI https://t.co/yZk4bRrqVr","[{'text': 'aiims', 'indices': [32, 38]}, {'text': 'smartphone', 'indices': [66, 77]}, {'text': 'AIIMSDELHI', 'indices': [80, 91]}, {'text': 'patient', 'indices': [111, 119]}, {'text': 'care', 'indices': [120, 125]}, {'text': 'dashboard', 'indices': [126, 136]}, {'text': 'MedTwitter', 'indices': [258, 269]}, {'text': 'media', 'indices': [270, 276]}]","[{'screen_name': 'ANI', 'name': 'ANI', 'id': 355989081, 'id_str': '355989081', 'indices': [277, 281]}]"
10,10,drvinay_aiims,"New Delhi, India",241,1710,2022-11-04 10:44:07+00:00,915,8,"🛺🛺🛺🛺🛺
50 more E-Vehicles with #free service within #aiims new delhi for #patients ,attendants and staff.

It will not only increase availability and quality of said service to patients,as well as reduce #Pollution too within #AIIMSDELHI campus.

#MedTwitter #media @ANI https://t.co/frGBmEcUXw","[{'text': 'free', 'indices': [30, 35]}, {'text': 'aiims', 'indices': [51, 57]}, {'text': 'patients', 'indices': [72, 81]}, {'text': 'Pollution', 'indices': [203, 213]}, {'text': 'AIIMSDELHI', 'indices': [225, 236]}, {'text': 'MedTwitter', 'indices': [246, 257]}, {'text': 'media', 'indices': [258, 264]}]","[{'screen_name': 'ANI', 'name': 'ANI', 'id': 355989081, 'id_str': '355989081', 'indices': [265, 269]}]"
